"","shellID","exptID","taxon","source","pocket","dateM1","dateM2","mass1","mass2","shape","xDim","yDim","zDim","calcX1","calcX2","polymorph","mag","notes","exclude","cMass","pMass","cTime1","cTime2","cDuration","cSize","finalSA","calcX","massSA","volume","densityMV","rootMass","deviation","deviationStan","poros"
"90","3.2.8.3",3.2,"Coral",NA,NA,NA,NA,130.09,125.63,NA,7.81,3.02,3.18,NA,NA,"Aragonite",NA,"",0,4.46000000000001,0.0342839572603583,NA,NA,NA,4.21724047107198,91.1463993400699,NA,0.0489322675639617,58.9080949536492,2.20835523712588,5.06696577950976,1.94241349035733,0.460588743677589,0.246295140912668
"91","3.2.8.4",3.2,"Coral",NA,NA,NA,NA,107.21,101.88,NA,12.01,2.47,2.56,NA,NA,"Aragonite",NA,"",0,5.33,0.0497155116127227,NA,NA,NA,4.23473893569989,104.824736674167,NA,0.0508467769069389,59.6444182982049,1.79748588483135,4.75056318345439,3.73824631189996,0.882757206208305,0.386523588794761
"92","3.2.8.5",3.2,"Coral",NA,NA,NA,NA,145.45,140.23,NA,8.01,3.34,3.08,NA,NA,"Aragonite",NA,"",0,5.22,0.0358886215194225,NA,NA,NA,4.35154253657305,96.9360404413706,NA,0.053849940396082,64.7171793718829,2.24747124970024,5.25901700609014,1.98051417885768,0.455129224226173,0.232944965972615
"93","3.2.8.6",3.2,"Coral",NA,NA,NA,NA,149.32,144.28,NA,8.09,3.39,3.98,NA,NA,"Aragonite",NA,"",0,5.03999999999999,0.033753013661934,NA,NA,NA,4.77907409573727,114.849558831772,NA,0.0438834946452203,85.7277002205456,1.7417940714128,5.30525170673336,1.83302469857909,0.383552265953371,0.405531033647509
"94","3.3.1.1",3.3,"Aragonite",NA,NA,NA,NA,2366.38,2336.75,NA,14.35,8.51,6.62,NA,NA,"Aragonite",NA,"",0,29.6300000000001,0.0125212349664889,NA,NA,NA,9.31564972086628,546.9034,NA,0.0541777579002071,808.42447,2.92715038672691,13.3258471864959,2.84521657362209,0.305423310115348,0.000972564257026187
"96","3.3.1.3",3.3,"Aragonite",NA,NA,NA,NA,1373.47,1352.51,NA,11.72,7.14,6.06,NA,NA,"Aragonite",NA,"",0,20.96,0.0152606172686699,NA,NA,NA,7.97442692265365,395.9448,NA,0.0529366719805388,507.105648,2.70844942354103,11.115774449928,2.16480897421788,0.271468908702157,0.0756145312146658
"97","3.3.1.4",3.3,"Aragonite",NA,NA,NA,NA,1964.97,1943.22,NA,11.99,9.56,6.56,NA,NA,"Aragonite",NA,"",0,21.75,0.0110688712804776,NA,NA,NA,9.09341416171755,511.9848,NA,0.0424817299263572,751.936064,2.61321420008391,12.5252184216156,1.96552861276082,0.216148585977258,0.108118020449179
"98","3.3.1.5",3.3,"Aragonite",NA,NA,NA,NA,2334.55,2311.04,NA,9.85,6.51,12.14,NA,NA,"Aragonite",NA,"",0,23.5100000000002,0.0100704632584439,NA,NA,NA,9.19909919504065,525.4678,NA,0.0447410859428498,778.45929,2.99893652756074,13.2658289525446,2.09363360165312,0.227591154010147,-0.0235278251060551
"99","3.3.1.6",3.3,"Aragonite",NA,NA,NA,NA,1879.19,1857.94,NA,16.38,6.47,7.04,NA,NA,"Aragonite",NA,"",0,21.25,0.0113080635805853,NA,NA,NA,9.06978402992792,533.6852,NA,0.0398174804172947,746.089344,2.51871979557451,12.3402388079875,3.97992800997597,0.438811772898147,0.140368670452386
"100","3.3.2.1",3.3,"Calcite",NA,NA,NA,NA,871.05,860.72,NA,12.99,5.29,4.8,NA,NA,"Calcite",0.01,"",0,10.3299999999999,0.0118592503300613,NA,NA,NA,6.90932073691956,312.9222,NA,0.0330114002777685,329.84208,2.64080920178529,9.55024167220076,3.26977357897319,0.473240960070263,0.0258911096328696
"101","3.3.2.2",3.3,"Calcite",NA,NA,NA,NA,574.52,568.84,NA,7.65,6.43,4.84,NA,NA,"Calcite",0.01,"",0,5.67999999999995,0.00988651395947913,NA,NA,NA,6.19782424522715,234.6734,NA,0.0242038509690487,238.07718,2.41316702423979,8.3132029669131,1.01405858492428,0.163615253482735,0.109860927982373
"102","3.3.2.3",3.3,"Calcite",NA,NA,NA,NA,1275.84,1266.23,NA,11.23,6.34,6.51,NA,NA,"Calcite",0.01,"",0,9.6099999999999,0.00753229245046393,NA,NA,NA,7.7389730491213,371.1578,NA,0.0258919521561985,463.500282,2.75261968449029,10.8458952243008,2.03965768304043,0.263556633431101,-0.0153521521542932
"103","3.3.2.4",3.3,"Calcite",NA,NA,NA,NA,260.33,256.37,NA,6.95,5.52,2.72,NA,NA,"Calcite",0.01,"",0,3.95999999999998,0.0152114623746782,NA,NA,NA,4.70794010203422,144.5648,NA,0.0273925602913018,104.35008,2.49477527952063,6.38520344751457,1.68068663265526,0.356989807905385,0.0797582886312693
"104","3.3.2.5",3.3,"Calcite",NA,NA,NA,NA,585.71,579.19,NA,8.69,5.93,4.95,NA,NA,"Calcite",0.01,"",0,6.51999999999998,0.0111317887691861,NA,NA,NA,6.34200465189901,247.8014,NA,0.0263113929138414,255.081915,2.29616435175344,8.36682874208306,1.384001550633,0.218227772857055,0.153019420231119
"105","3.3.2.6",3.3,"Calcite",NA,NA,NA,NA,478.01,472.74,NA,7.17,5.92,4.72,NA,NA,"Calcite",0.01,"",0,5.26999999999998,0.0110248739566117,NA,NA,NA,5.85141571405401,208.4624,NA,0.0252803383248009,200.347008,2.38591035010615,7.81890003562994,0.839528095315329,0.14347435498369,0.119915031314588
"106","3.3.3.1",3.3,"Pecten",NA,NA,NA,NA,1125.44,1095.97,NA,17.23,25.19,1.16,18.809,19.39,"Calcite",0.01,"calcx is y, swapped",0,29.47,0.0261853141882286,NA,NA,NA,7.95531067706569,1064.98445,19.0995,0.0276717655361072,558.0950298,2.01657413147599,10.40177484502,11.7247297743114,1.47382424775849,0.256151187209153
"107","3.3.3.2",3.3,"Pecten",NA,NA,NA,NA,1775.42,1733.11,NA,28.65,20.3,1.26,32.635,33.474,"Calcite",0.01,"",0,42.3100000000002,0.0238309808383369,NA,NA,NA,9.01565054649059,1476.46604,33.0545,0.0286562635737969,845.468001,2.09992571912843,12.1087794580512,14.3596164845031,1.59274324248212,0.225405489071033
"108","3.3.3.3",3.3,"Pecten",NA,NA,NA,NA,1681.09,1645.82,NA,26.83,17.95,1.3,33.836,29.526,"Calcite",0.01,"",0,35.27,0.020980435312803,NA,NA,NA,8.55479274852963,1266.3885,31.681,0.0278508530360154,739.276135,2.2739676291593,11.8904143318152,13.2587357504901,1.54986054487048,0.161207071501549
"109","3.3.3.4",3.3,"Pecten",NA,NA,NA,NA,1306.83,1267.04,NA,23.6,23.49,1.03,27.694,29.847,"Calcite",0.01,"",0,39.79,0.030447724646664,NA,NA,NA,8.29616564556904,1459.29472,28.7705,0.0272665962911179,696.09361635,1.87737679143278,10.9330088227433,14.3114447848103,1.72506738609469,0.30749657269171
"110","3.3.3.5",3.3,"Pecten",NA,NA,NA,NA,1618.84,1580.39,NA,26.79,21.65,1.2,32.909,30.775,"Calcite",0.01,"",0,38.4499999999998,0.0237515752019964,NA,NA,NA,8.86211306940506,1507.1394,31.842,0.0255119068614355,827.25516,1.9568811151326,11.7417990155967,14.476628976865,1.63354144361384,0.278170005484101
"111","3.3.3.6",3.3,"Pecten",NA,NA,NA,NA,947.69,925.35,NA,14.33,24.11,1.12,19.038,16.737,"Calcite",0.01,"calcx is y, swapped",0,22.34,0.023573109350104,NA,NA,NA,7.28708453764711,956.60965,17.8875,0.0233533082172023,483.01974,1.96201091077561,9.82250139874584,11.1968051541176,1.53652741316116,0.276277790197118
"112","3.3.4.1",3.3,"Saccostrea",NA,NA,NA,NA,819.87,802.34,NA,20.69,9.82,1.52,NA,NA,"Calcite",0,"maybe broken",0,17.53,0.0213814385207411,NA,NA,NA,6.75935395247494,499.102,NA,0.0351230810535722,308.827216,2.65478545129261,9.35940696805236,7.41021534917502,1.09629047410097,0.0207357243479863
"113","3.3.4.2",3.3,"Saccostrea",NA,NA,NA,NA,548.94,535.55,NA,12.91,10.65,1.95,NA,NA,"Calcite",0,"",0,13.3900000000001,0.0243924654789232,NA,NA,NA,6.4481750741239,366.867,NA,0.0364982405067779,268.108425,2.04745524128904,8.18794580250376,5.0539416419587,0.783778601520891,0.244760147071545
"114","3.3.4.3",3.3,"Saccostrea",NA,NA,NA,NA,427.86,414.85,NA,12.28,11.04,1.95,NA,NA,"Calcite",0,"somehow gained mass (salt, washed and fixed)",0,13.01,0.0304071425232552,NA,NA,NA,6.41801435083649,362.0904,NA,0.0359302538813512,264.36384,1.61845129802926,7.5353002582332,4.98399521638784,0.776563426620923,0.403005791947893
"115","3.3.4.4",3.3,"Saccostrea",NA,NA,NA,NA,558.28,544.02,NA,11.98,12.31,2.3,NA,NA,"Calcite",0,"",0,14.26,0.0255427384108333,NA,NA,NA,6.9739832881271,406.6816,NA,0.0350642861639179,339.18974,1.64592242678095,8.23412312281725,5.00533890395764,0.717715930360632,0.392872583260438
"116","3.3.4.5",3.3,"Saccostrea",NA,NA,NA,NA,450.37,437.38,NA,13.09,9.87,1.96,NA,NA,"Calcite",0,"",0,12.99,0.0288429513511113,NA,NA,NA,6.32660844698368,348.3998,NA,0.0372847515985945,253.228668,1.77851111233583,7.66519400405412,4.89113051767211,0.773104667162394,0.343964916143184
"117","3.3.4.6",3.3,"Saccostrea",NA,NA,NA,NA,379.23,371.47,NA,11.92,8.51,1.61,NA,NA,"Calcite",0,"",0,7.75999999999999,0.0204625161511484,NA,NA,NA,5.46609569355529,268.663,NA,0.0288837688851833,163.317112,2.32204693896375,7.2382608278412,4.45130143548157,0.814347513295424,0.143472173012265
"119","3.3.5.2",3.3,"Anadara",NA,NA,NA,NA,1032.5,1014.04,NA,13.53,11.9,2.23,16.585,16.008,"Mixed",NA,"calcx is x",0,18.46,0.0178789346246974,NA,NA,NA,7.10749463180952,480.69174,16.2965,0.0384029898246224,359.04561,2.87567922080986,10.1071804639747,5.36416845606349,0.754720015131101,0.00364520102215471
"120","3.3.5.3",3.3,"Anadara",NA,NA,NA,NA,544.09,531.31,NA,11.26,11.13,1.63,12.949,12.357,"Mixed",NA,"calcx is x",0,12.7800000000001,0.0234887610505616,NA,NA,NA,5.88943617694854,343.68427,12.653,0.0371852921869252,204.277794,2.66348088720794,8.16376036155874,4.95685460768382,0.841651808213004,0.0771669020830378
"121","3.3.5.4",3.3,"Anadara",NA,NA,NA,NA,1085.22,1072.79,NA,11.14,9.59,4.34,13.982,13.446,"Mixed",NA,"calcx is x",0,12.4300000000001,0.0114538987486409,NA,NA,NA,7.73982561641535,440.62858,13.714,0.0282096998792045,463.653484,2.34058415918212,10.276358887533,2.88339146119488,0.372539589920413,0.189042977208053
"122","3.3.5.5",3.3,"Anadara",NA,NA,NA,NA,473.95,465.87,NA,7.79,8.94,2.36,9.298,9.297,"Mixed",NA,"calcx is y, swapped",0,8.07999999999998,0.0170482118366916,NA,NA,NA,5.47766741439098,238.84325,9.2975,0.0338297188637317,164.356536,2.88366992597118,7.79670033564409,2.96411086186967,0.54112647549253,0.000876610778469233
"123","3.3.5.6",3.3,"Anadara",NA,NA,NA,NA,1081.66,1069.25,NA,13.4,11.17,2.92,16.513,16.158,"Mixed",NA,"calcx is x",0,12.4100000000001,0.0114731061516559,NA,NA,NA,7.5889252362036,492.777655,16.3355,0.0251837717763401,437.05976,2.47485607002576,10.26510958189,4.68702492126547,0.617613795812037,0.142520937556041
"125","3.3.6.2",3.3,"Centrostephanus",NA,NA,NA,NA,233.33,211.01,NA,65.77,2.67,2.66,NA,NA,"Calcite",0.08,"",0,22.32,0.0956585094072773,NA,NA,NA,7.75902074962037,549.728345268288,NA,0.0406018721648908,122.289555523024,1.90801249544219,6.15635318524603,22.7330069165401,2.92988092829271,0.296196054798161
"128","3.3.6.5",3.3,"Centrostephanus",NA,NA,NA,NA,233.01,216.18,NA,63.71,2.79,2.94,NA,NA,"Calcite",0.08,"",0,16.83,0.0722286597141753,NA,NA,NA,8.05476818963296,588.600167930468,NA,0.0285932640134553,136.813125794199,1.70312606080286,6.15353752458591,22.0115893965443,2.73274026990308,0.371772017409494
"129","3.3.6.6",3.3,"Centrostephanus",NA,NA,NA,NA,175.28,161.09,NA,63.17,2.22,2.32,NA,NA,"Calcite",0.08,"",0,14.19,0.0809561843906892,NA,NA,NA,6.87781693401814,460.491846877062,NA,0.0308148778229907,85.1766318823831,2.05784140704268,5.59642629130766,21.835938978006,3.17483573457793,0.240929027280456
"130","3.3.7.1",3.3,"Marginopora",NA,NA,NA,NA,114.19,105.72,NA,11.68,11.53,0.84,NA,NA,"Calcite",0.15,"",0,8.47,0.0741746212452929,NA,NA,NA,4.83634357176504,242.164643153723,NA,0.0349762041629807,88.8467032521598,1.2852474635543,4.85149987267061,5.84455214274499,1.20846504306806,0.525913882864514
"131","3.3.7.2",3.3,"Marginopora",NA,NA,NA,NA,99.4,91.54,NA,10.14,10.27,1.04,NA,NA,"Calcite",0.15,"",0,7.86,0.0790744466800805,NA,NA,NA,4.76665711660162,196.921624871581,NA,0.0399143568164531,85.0612223346608,1.16857008718879,4.63228702745372,4.86778096113279,1.02121483506312,0.568952383921507
"132","3.3.7.3",3.3,"Marginopora",NA,NA,NA,NA,121.24,111.11,NA,10.56,10.52,1.05,NA,NA,"Calcite",0.15,"",0,10.13,0.0835532827449686,NA,NA,NA,4.8860321357356,209.269654796515,NA,0.048406444832386,91.6133656720995,1.32338768596211,4.94935542401002,5.04798928808813,1.03314696830747,0.51184519145625
"133","3.3.7.4",3.3,"Marginopora",NA,NA,NA,NA,97.83,92.14,NA,8.85,8.86,1.21,NA,NA,"Calcite",0.15,"",0,5.69,0.058162117959726,NA,NA,NA,4.56093749961123,156.828462346835,NA,0.036281679453161,74.5164650220903,1.3128642102252,4.60776885052897,3.97968750012959,0.872559095683466,0.515726960448102
"134","3.3.7.5",3.3,"Marginopora",NA,NA,NA,NA,96.53,90.84,NA,10.04,9.53,1.06,NA,NA,"Calcite",0.15,"",0,5.69,0.0589454055733969,NA,NA,NA,4.66348759899169,182.880590665627,NA,0.031113197848335,79.6567090767638,1.21182510699727,4.58726787947131,4.61550413366944,0.989710819573611,0.552997009591562
"135","3.3.7.6",3.3,"Marginopora",NA,NA,NA,NA,61.43,55.49,NA,9.22,8.95,0.88,NA,NA,"Calcite",0.15,"",0,5.94,0.0966954256877747,NA,NA,NA,4.17201194157414,154.736947037708,NA,0.0383877290699841,57.0330385199468,1.07709498904772,3.94572522640384,4.37266268614195,1.04809447992426,0.602694581686567
"136","3.3.8.1",3.3,"Coral",NA,NA,NA,NA,107.11,103.05,NA,8,2.99,3.13,NA,NA,"Aragonite",NA,"",0,4.06,0.0379049575203062,NA,NA,NA,4.21471782822399,91.6067997434535,NA,0.0443198541087573,58.8024463343016,1.82152285622714,4.74908569659785,2.031572609408,0.48201865277991,0.37831984429108
"138","3.3.8.3",3.3,"Coral",NA,NA,NA,NA,139.68,133.55,NA,11.8,2.66,2.87,NA,NA,"Aragonite",NA,"",0,6.13,0.0438860252004582,NA,NA,NA,4.48279122933499,114.492516826692,NA,0.0535406170630263,70.7514625763039,1.97423480609123,5.18853489779836,3.58426374311166,0.799560711116002,0.32619972488354
"139","3.3.8.4",3.3,"Coral",NA,NA,NA,NA,70.2,67.47,NA,6.19,2.82,3.38,NA,NA,"Aragonite",NA,"",0,2.73,0.0388888888888889,NA,NA,NA,3.89300970040327,75.2562236982128,NA,0.0362760694842683,46.3389660209401,1.51492374621128,4.12520660122242,1.29433656680109,0.33247709777528,0.48296117876748
"140","3.3.8.5",3.3,"Coral",NA,NA,NA,NA,141.55,136.36,NA,10.76,3.02,2.82,NA,NA,"Aragonite",NA,"",0,5.19,0.0366654892264217,NA,NA,NA,4.5084034578135,112.083857739184,NA,0.0463046160677032,71.9711105258364,1.96676137085846,5.21158658973311,3.1428011526045,0.697098470004436,0.328750385372538
"141","3.3.8.6",3.3,"Coral",NA,NA,NA,NA,134.36,128.84,NA,8.16,2.93,3.12,NA,NA,"Aragonite",NA,"",0,5.52000000000001,0.0410836558499554,NA,NA,NA,4.20956730544728,91.9066647622387,NA,0.0600609326242028,58.5871341401952,2.29333627547791,5.121808443193,2.10652243514909,0.500413054905477,0.217291373557027
