"","exptID","taxon","shellID","source","pocket","dateM1","dateM2","mass1","mass2","shape","xDim","yDim","zDim","calcX1","calcX2","polymorph","mag","notes","exclude","cMass","pMass","cTime1","cTime2","cDuration","cSize","finalSA","calcX","massSA","volume","densityMV","rootMass","deviation","deviationStan","poros","tFont","tPoint","tAbrev","tColor","tLine","cTotal","percentTotal","SATotal","percentSATotal","perMassSA"
"118",2.1,"Calcite","2.1.2.6",NA,NA,NA,NA,481.57,474.16,NA,8.28,6.78,3.14,NA,NA,"Calcite",0.01,"",0,7.40999999999997,0.0153871711277695,NA,NA,NA,5.60699143782789,206.8536,NA,0.0358224367378666,176.274576,2.73193112091218,7.8382625783472,2.1043361873907,0.375305760803142,-0.0077208118451435,3,"C","Calci","#80FF00",3,588.41,1.25932598018388,14132.9819887697,1.46362317707876,0.860416806665608
"119",2.1,"Centrostephanus","2.1.6.3",NA,NA,NA,NA,201.04,184.2,NA,66.78,2.37,2.32,NA,NA,"Calcite",0.08,"",0,16.84,0.0837644249900518,NA,NA,NA,7.16078963025489,486.799118304302,NA,0.0345933247756484,96.128324403762,2.09137110468694,5.8581545517366,23.0835965434183,3.22361048645925,0.228561008968301,3,"C","Centr","#00FF40",4,588.41,2.86195000084975,14132.9819887697,3.44441901002295,0.830894845406941
"120",2.1,"Saccostrea","2.1.4.1",NA,NA,NA,NA,660.56,640.83,NA,12,12.5,2.67,NA,NA,"Calcite",0,"",0,19.7299999999999,0.0298685963424971,NA,NA,NA,7.37113174523961,430.83,NA,0.0457953253023232,400.5,1.64933832709114,8.70904946429176,4.8196227515868,0.653851120582586,0.391612568391318,3,"S","Sacco","#FF00BF",8,588.41,3.35310412807394,14132.9819887697,3.04840125277415,1.0999549764069
"121",2.1,"Aragonite","2.1.1.2",NA,NA,NA,NA,1189.3,1169.17,NA,10.48,5.4,7.18,NA,NA,"Aragonite",NA,"",0,20.1299999999999,0.0169259228117379,NA,NA,NA,7.40672969493545,341.2208,NA,0.0589940589788192,406.33056,2.92692727812547,10.5949067734951,1.76890989831182,0.238824686625375,-0.0342499215991077,3,"A","Arago","#FFBF00",2,588.41,3.42108393807038,14132.9819887697,2.41435813242485,1.41697451265626
"122",2.1,"Calcite","2.1.2.3",NA,NA,NA,NA,911.6,900.42,NA,13.6,7.1,3.66,NA,NA,"Calcite",0.01,"",0,11.1800000000001,0.0122641509433963,NA,NA,NA,7.07010907792581,344.644,NA,0.0324392706677037,353.4096,2.57944322961233,9.6961971843556,3.32329697402473,0.470048897039039,0.0485270270703336,3,"C","Calci","#80FF00",3,588.41,1.90003568940026,14132.9819887697,2.43857948926745,0.779156758171142
"123",2.1,"Saccostrea","2.1.4.12",NA,NA,NA,NA,553.28,538.65,NA,11.21,12.93,2.2,NA,NA,"Calcite",0,"",0,14.63,0.0264423076923077,NA,NA,NA,6.83191214280597,289.8906,NA,0.0504673142212959,318.87966,1.73507460463298,8.20946754978538,5.03602928573134,0.737133203774335,0.359987235472895,3,"S","Sacco","#FF00BF",8,588.41,2.48636155061947,14132.9819887697,2.05116372631305,1.21217117810906
"124",2.2,"Anadara","2.2.5.5",NA,NA,NA,NA,833.69,815.8,NA,10.77,10.61,3.43,12.738,12.56,"Mixed",NA,"calcx is x",0,17.8900000000001,0.0214588156269118,NA,NA,NA,7.31826956393617,408.03233,12.649,0.0438445649637618,391.945071,2.12705825812005,9.41170264205397,3.54391014535461,0.484255207381087,0.248389308084787,1,"A","Anada","#FF0000",1,645.669999999999,2.77076525159913,18066.4584989683,2.25850755433501,1.22681247901114
"125",2.2,"Centrostephanus","2.2.6.6",NA,NA,NA,NA,178.99,167.09,NA,43.54,2.83,2.78,NA,NA,"Calcite",0.08,"",0,11.9,0.0664841611263199,NA,NA,NA,6.9969142589907,380.455873968347,NA,0.0312782659283901,89.6784891254826,1.99590784529775,5.63563584397168,14.9756380863302,2.14032036580801,0.2637743101078,3,"C","Centr","#00FF40",4,645.669999999999,1.84304675763161,18066.4584989683,2.10586858509139,0.875195522968319
"126",2.2,"Aragonite","2.2.1.6",NA,NA,NA,NA,1668.24,1654.7,NA,10.99,7.89,6.64,NA,NA,"Aragonite",NA,"",0,13.54,0.00811633817676112,NA,NA,NA,8.31918773659312,424.1486,NA,0.0319227742352561,575.761704,2.89744869867205,11.8600406274943,1.59306257886437,0.191492562652128,-0.023833462428285,3,"A","Arago","#FFBF00",2,645.669999999999,2.09704647885143,18066.4584989683,2.34771302867256,0.893229476192472
"127",2.2,"Anadara","2.2.5.2",NA,NA,NA,NA,684.53,668.12,NA,11.64,11.99,2.42,14.21,12.031,"Mixed",NA,"calcx is x",0,16.41,0.0239726527690532,NA,NA,NA,6.96406008981451,418.413215,13.1205,0.039219602564417,337.743912,2.0267722842033,8.81314323893213,4.7486466367285,0.681879044046987,0.283826047984698,1,"A","Anada","#FF0000",1,645.669999999999,2.54154599098611,18066.4584989683,2.31596698945669,1.09740164801845
"128",2.2,"Anadara","2.2.5.6",NA,NA,NA,NA,740.53,726.37,NA,11.04,10.6,2.34,13.559,12.936,"Mixed",NA,"calcx is x",0,14.16,0.0191214400496941,NA,NA,NA,6.4937704417952,369.0538,13.2475,0.0383683896494223,273.83616,2.70428127534362,9.0472005830289,4.26874318606827,0.657359730272229,0.0444235776170949,1,"A","Anada","#FF0000",1,645.669999999999,2.19307076370282,18066.4584989683,2.04275674737843,1.07358390396571
"129",2.2,"Pecten","2.2.3.5",NA,NA,NA,NA,1420.53,1383.28,NA,22.99,22.09,1.21,26.006,26.909,"Calcite",0.01,"",0,37.25,0.0262226070551132,NA,NA,NA,8.50171781198404,1286.3773,26.4575,0.0289572895914752,707.17987175,2.0087251585438,11.2413068645902,12.9452607293387,1.52266412690045,0.259046418832978,3,"P","Pecte","#8000FF",7,645.669999999999,5.76920098502331,18066.4584989683,7.12025159813948,0.810252405481121
"130",2.2,"Pecten","2.2.3.11",NA,NA,NA,NA,402.28,390.85,NA,20.48,9.82,0.94,22.604,22.326,"Calcite",0.01,"",0,11.4299999999999,0.0284130456398527,NA,NA,NA,5.73926702550839,441.2126,22.465,0.0259058784812581,207.369922,1.9399148927683,7.38203580217869,8.53524432483054,1.4871662682526,0.284428294810662,3,"P","Pecte","#8000FF",7,645.669999999999,1.77025415459908,18066.4584989683,2.4421643014606,0.724871030806705
"131",2.2,"Calcite","2.2.2.1",NA,NA,NA,NA,236.12,228.83,NA,7.27,6.27,1.86,NA,NA,"Calcite",0.01,"",0,7.28999999999999,0.0308741317973911,NA,NA,NA,4.39310549027956,141.5346,NA,0.0515068400235702,84.784194,2.78495305386756,6.18079384306682,2.42896483657348,0.552903826677494,-0.0272788837578621,3,"C","Calci","#80FF00",3,645.669999999999,1.12905973639785,18066.4584989683,0.783410871633099,1.4412101966931
"132",2.2,"Saccostrea","2.2.4.1",NA,NA,NA,NA,666.72,654.9,NA,13.39,6.61,4.07,NA,NA,"Calcite",0,"",0,11.8200000000001,0.017728581713463,NA,NA,NA,7.11528251473729,339.8158,NA,0.0347835503822955,360.227153,1.85083216089488,8.73603759594173,3.2750941715791,0.460290110026646,0.317288026228374,3,"S","Sacco","#FF00BF",8,645.669999999999,1.83065652732822,18066.4584989683,1.88092093433478,0.973276703933154
"133",2.2,"Anadara","2.2.5.1",NA,NA,NA,NA,505.03,492.91,NA,10.66,7.72,2.81,15.97,13.45,"Mixed",NA,"calcx is x",0,12.1199999999999,0.0239985743421182,NA,NA,NA,6.13800081334112,321.913,14.71,0.0376499240478016,231.249512,2.183918122171,7.9635319292458,3.14399972888629,0.512218851788471,0.228297483331802,1,"A","Anada","#FF0000",1,645.669999999999,1.87711989096596,18066.4584989683,1.78182680362276,1.05348055554527
"134",2.2,"Saccostrea","2.2.4.8",NA,NA,NA,NA,1231.96,1214.14,NA,16.69,11.89,3.07,NA,NA,"Calcite",0,"",0,17.8199999999999,0.0144647553491996,NA,NA,NA,8.47732543572432,396.8882,NA,0.044899294058125,609.223387,2.02218106902715,10.7201008010125,5.67755818809189,0.66973460334153,0.254082969742844,3,"S","Sacco","#FF00BF",8,645.669999999999,2.75992380008362,18066.4584989683,2.19682346721502,1.25632479863412
"135",2.2,"Calcite","2.2.2.2",NA,NA,NA,NA,219.78,214.43,NA,6.29,5.25,2.68,NA,NA,"Calcite",0.01,"",0,5.34999999999999,0.0243425243425243,NA,NA,NA,4.45637347889807,127.8994,NA,0.0418297505695882,88.5003,2.4833814122664,6.03479779542245,1.46787550703398,0.329387901167776,0.0839611168327556,3,"C","Calci","#80FF00",3,645.669999999999,0.82859665154026,18066.4584989683,0.707938415308697,1.17043606283034
"136",2.2,"Pecten","2.2.3.3",NA,NA,NA,NA,740.89,718.68,NA,13.15,21.52,1.23,16.639,16.862,"Calcite",0.01,"calcx is y, swapped",0,22.21,0.0299774595419024,NA,NA,NA,7.034356541737,815.08695,16.7505,0.0272486266649221,443.3790348,1.67100819355205,9.04866640911269,10.002047819421,1.42188525134826,0.383619257265935,3,"P","Pecte","#8000FF",7,645.669999999999,3.43983768798303,18066.4584989683,4.51160336734808,0.7624423975029
"137",2.2,"Pecten","2.2.3.1",NA,NA,NA,NA,669.76,642.48,NA,12,20.52,1.35,14.832,15.609,"Calcite",0.01,"calcx is y, swapped",0,27.28,0.0407310081223124,NA,NA,NA,6.92730203629825,721.14867,15.2205,0.0378285381847823,421.638291,1.58847053101256,8.74929518132312,9.15439932123392,1.321495623154,0.414064724820153,3,"P","Pecte","#8000FF",7,645.669999999999,4.22506853346137,18066.4584989683,3.99164379693552,1.05847834836993
"138",2.2,"Aragonite","2.2.1.4",NA,NA,NA,NA,1472.69,1457.38,NA,10.07,7.35,6.99,NA,NA,"Aragonite",NA,"",0,15.3099999999999,0.0103959421195227,NA,NA,NA,8.02782682024275,391.5606,NA,0.0390999503014347,517.361355,2.84654040308055,11.3772450586196,1.25260894008092,0.156033378413492,-0.00584466539948791,3,"A","Arago","#FFBF00",2,645.669999999999,2.37118032431427,18066.4584989683,2.16733456655248,1.09405366430621
"139",2.2,"Saccostrea","2.2.4.4",NA,NA,NA,NA,449.27,436.54,NA,11.85,10.57,2.21,NA,NA,"Calcite",0,"",0,12.73,0.0283348543192289,NA,NA,NA,6.51721232936567,349.6054,NA,0.0364124810429128,276.812445,1.62301228906092,7.65894833391988,4.56426255687811,0.700339704494844,0.401323390239425,3,"S","Sacco","#FF00BF",8,645.669999999999,1.97159539702944,18066.4584989683,1.93510753654328,1.01885572754853
"140",2.2,"Saccostrea","2.2.4.7",NA,NA,NA,NA,813.35,795.72,NA,18.32,10.6,2.01,NA,NA,"Calcite",0,"",0,17.63,0.0216757853322678,NA,NA,NA,7.30817823671195,388.384,NA,0.0453932190821455,390.32592,2.08377142875882,9.33453074206493,6.53394058776268,0.894058734766489,0.231364283010395,3,"S","Sacco","#FF00BF",8,645.669999999999,2.73049700311305,18066.4584989683,2.14975170713274,1.27014528889705
"141",2.2,"Pecten","2.2.3.4",NA,NA,NA,NA,519.8,501.67,NA,18.72,12.05,1.03,20.837,20.665,"Calcite",0.01,"",0,18.1299999999999,0.0348787995382838,NA,NA,NA,6.14766280415034,567.66916,20.751,0.0319376166216251,257.5510365,2.01824076138012,8.04042042965339,8.54111239861655,1.38932675241238,0.255536421475425,3,"P","Pecte","#8000FF",7,645.669999999999,2.80793594250932,18066.4584989683,3.14211642548768,0.893644780229142
"142",2.2,"Anadara","2.2.5.7",NA,NA,NA,NA,689.74,680.6,NA,12.72,8.86,2.56,13.656,14.655,"Mixed",NA,"calcx is x",0,9.13999999999999,0.01325137008148,NA,NA,NA,6.60774994119279,238.11693,14.1555,0.038384502941475,288.509952,2.39069742731093,8.8354458773912,4.13741668626907,0.626146074396121,0.155230591056208,1,"A","Anada","#FF0000",1,645.669999999999,1.41558381216411,18066.4584989683,1.31800557377417,1.07403476914784
"143",2.2,"Anadara","2.2.5.4",NA,NA,NA,NA,559.81,549.22,NA,10.8,7.5,3.53,13.616,13.562,"Mixed",NA,"calcx is x",0,10.5899999999999,0.0189171325985601,NA,NA,NA,6.58799470472466,331.80584,13.589,0.0319162556029753,285.93,1.95785681810233,8.24163829868588,2.72733509842511,0.413985623951576,0.308177802790695,1,"A","Anada","#FF0000",1,645.669999999999,1.64015673641332,18066.4584989683,1.83658485152996,0.893047078683567
"144",2.2,"Pecten","2.2.3.7",NA,NA,NA,NA,569.14,548.63,NA,16.86,12.05,1.27,19.467,18.848,"Calcite",0.01,"",0,20.51,0.0360368274941139,NA,NA,NA,6.36623666342229,461.69575,19.1575,0.0444231942789163,293.17680125,1.94128593249327,8.28717232707158,7.85708777885924,1.23418091319205,0.283922562709971,3,"P","Pecte","#8000FF",7,645.669999999999,3.17654529403566,18066.4584989683,2.55554097681272,1.24300307561394
"145",2.2,"Pecten","2.2.3.2",NA,NA,NA,NA,662.78,640.68,NA,18.29,12.03,1.27,20.499,21.252,"Calcite",0.01,"",0,22.1,0.0333443978394038,NA,NA,NA,6.53774059464028,585.8445,20.8755,0.0377233207788074,318.93797655,2.07808429453711,8.71879496857199,8.36591980178657,1.27963471182155,0.233462082428215,3,"P","Pecte","#8000FF",7,645.669999999999,3.42280112131585,18066.4584989683,3.24271909756665,1.05553426563662
"146",2.2,"Aragonite","2.2.1.5",NA,NA,NA,NA,1067.74,1056.26,NA,9.1,7.35,6.61,NA,NA,"Aragonite",NA,"",0,11.48,0.0107516811208721,NA,NA,NA,7.61804260109727,351.239,NA,0.0326842975865437,442.10985,2.41510113380193,10.220885055787,0.919347533699088,0.120680282565848,0.146607373214867,3,"A","Arago","#FFBF00",2,645.669999999999,1.77799804853873,18066.4584989683,1.94414970714962,0.914537621254236
"147",2.2,"Calcite","2.2.2.6",NA,NA,NA,NA,928.92,921.21,NA,9.68,7.43,5.4,NA,NA,"Calcite",0.01,"",0,7.70999999999992,0.00829996124531706,NA,NA,NA,7.29601934724786,328.6328,NA,0.0234608353152817,388.38096,2.39177533316772,9.75722016147168,1.47132688425071,0.201661593017254,0.117751629226218,3,"C","Calci","#80FF00",3,645.669999999999,1.19410844549072,18066.4584989683,1.81902169713431,0.656456405864713
"148",2.2,"Aragonite","2.2.1.2",NA,NA,NA,NA,1728.29,1702.21,NA,11.26,7.14,7.53,NA,NA,"Aragonite",NA,"",0,26.0799999999999,0.0150900601172257,NA,NA,NA,8.45948373021092,437.8968,NA,0.0595574117006562,605.384892,2.85486146555504,12.0006712587466,1.68316124340364,0.198967371660359,-0.00878497016079161,3,"A","Arago","#FFBF00",2,645.669999999999,4.03921507891027,18066.4584989683,2.42381095345834,1.66647282171369
"149",2.2,"Pecten","2.2.3.8",NA,NA,NA,NA,906.97,887.62,NA,13.27,18.59,1.47,14.203,16.179,"Calcite",0.01,"calcx is y, swapped",0,19.35,0.0213347740278069,NA,NA,NA,7.13108942265797,564.80138,15.191,0.034259831305653,415.1290143,2.18479067653065,9.67975371046523,8.39330352578068,1.17700158114863,0.194101557900903,3,"P","Pecte","#8000FF",7,645.669999999999,2.99688695463627,18066.4584989683,3.12624292155683,0.958622547842143
"150",2.2,"Saccostrea","2.2.4.5",NA,NA,NA,NA,606.92,586.81,NA,11.88,11.19,2.26,NA,NA,"Calcite",0,"",0,20.11,0.0331345152573651,NA,NA,NA,6.69758635864114,370.1508,NA,0.0543292085279838,300.438072,2.02011681129414,8.46662808863595,4.70413788045295,0.702363154210581,0.254844407490172,3,"S","Sacco","#FF00BF",8,645.669999999999,3.11459414251863,18066.4584989683,2.04882877306107,1.52018274219433
"151",2.2,"Saccostrea","2.2.4.10",NA,NA,NA,NA,1193.98,1175.45,NA,21.37,10.72,3.06,NA,NA,"Calcite",0,"",0,18.53,0.0155195229400827,NA,NA,NA,8.88328463831073,458.1728,NA,0.0404432563434581,701.004384,1.70324184449038,10.6087858805797,6.71557178722976,0.755978453990731,0.371729308561278,3,"S","Sacco","#FF00BF",8,645.669999999999,2.86988709402636,18066.4584989683,2.53604102888324,1.13164064040799
"152",2.2,"Aragonite","2.2.1.1",NA,NA,NA,NA,1556.15,1528.24,NA,8.94,7.91,8.47,NA,NA,"Aragonite",NA,"",0,27.9100000000001,0.0179352890145552,NA,NA,NA,8.42944803175262,426.8698,NA,0.0653829340937215,598.959438,2.59808912135382,11.5882312269375,0.35685065608246,0.0423338105577317,0.0819473069421118,3,"A","Arago","#FFBF00",2,645.669999999999,4.32264159710071,18066.4584989683,2.36277519484173,1.82947645909676
"153",2.2,"Calcite","2.2.2.4",NA,NA,NA,NA,437.45,431.86,NA,8.34,6.17,3.74,NA,NA,"Calcite",0.01,"",0,5.58999999999997,0.012778603268945,NA,NA,NA,5.77352351452241,211.4504,NA,0.0264364598033391,192.452172,2.27303228357433,7.59118321972165,1.66549216182586,0.288470663995145,0.161552090160704,3,"C","Calci","#80FF00",3,645.669999999999,0.865767342450474,18066.4584989683,1.17040315351276,0.739717199028406
"154",2.2,"Saccostrea","2.2.4.2",NA,NA,NA,NA,592.76,582.2,NA,13.46,9.1,2.7,NA,NA,"Calcite",0,"",0,10.5599999999999,0.0178149672717456,NA,NA,NA,6.9153909745483,366.796,NA,0.0287898450364779,330.7122,1.79237415492988,8.40026454193322,4.31486967515057,0.623951659570832,0.338851289218047,3,"S","Sacco","#FF00BF",8,645.669999999999,1.63551040004955,18066.4584989683,2.03025955541284,0.805567148145734
"155",2.2,"Saccostrea","2.2.4.12",NA,NA,NA,NA,638.35,626.93,NA,13.06,10.69,2.47,NA,NA,"Calcite",0,"",0,11.4200000000001,0.0178898723270934,NA,NA,NA,7.01249576206395,279.2228,NA,0.0408992388873691,344.840158,1.85114751049383,8.61032651733026,4.75583474597868,0.678194313029991,0.317171703986045,3,"S","Sacco","#FF00BF",8,645.669999999999,1.76870537581119,18066.4584989683,1.545531461055,1.14439946411952
"156",2.2,"Anadara","2.2.5.11",NA,NA,NA,NA,557.66,548.65,NA,10.79,8.12,3.03,12.677,13.068,"Mixed",NA,"calcx is x",0,9.00999999999999,0.0161567980489904,NA,NA,NA,6.42697633539566,192.1395,12.8725,0.0468930126288451,265.472844,2.10062917019113,8.23107384804872,3.15100788820145,0.490278433242039,0.257728208413027,1,"A","Anada","#FF0000",1,645.669999999999,1.39544968792107,18066.4584989683,1.06351502155761,1.31211093368227
"157",2.2,"Anadara","2.2.5.3",NA,NA,NA,NA,822.51,811.04,NA,10.17,10.37,3.7,12.689,11.803,"Mixed",NA,"calcx is x",0,11.47,0.0139451192082771,NA,NA,NA,7.30747173937574,399.81232,12.246,0.0286884606257257,390.21273,2.10785024876046,9.36944203895184,3.17750942020808,0.434830203049068,0.255176590544005,1,"A","Anada","#FF0000",1,645.669999999999,1.7764492697508,18066.4584989683,2.21300881975751,0.802730316251273
"158",2.2,"Calcite","2.2.2.5",NA,NA,NA,NA,820.42,811.75,NA,9,7.88,5.03,NA,NA,"Calcite",0.01,"",0,8.66999999999996,0.0105677579776212,NA,NA,NA,7.09216619275894,311.6528,NA,0.0278194195592016,356.7276,2.29985008168698,9.36149938236847,1.58594460241369,0.223619210169232,0.151659873962752,3,"C","Calci","#80FF00",3,645.669999999999,1.34279120913159,18066.4584989683,1.72503537435296,0.778413723623067
"159",2.2,"Pecten","2.2.3.6",NA,NA,NA,NA,860.6,840.56,NA,18.9,16.97,1.34,21.903,24.432,"Calcite",0.01,"",0,20.0400000000001,0.023286079479433,NA,NA,NA,7.54656785949593,893.87345,23.1675,0.0224192809396007,526.8243165,1.63356165052795,9.51189645368957,10.416977380168,1.38035959844451,0.397432072841036,3,"P","Pecte","#8000FF",7,645.669999999999,3.10375269100316,18066.4584989683,4.94769603047018,0.627312727356092
"160",2.2,"Aragonite","2.2.1.3",NA,NA,NA,NA,864.06,851.99,NA,8.74,3.58,8.27,NA,NA,"Aragonite",NA,"",0,12.0699999999999,0.0139689373423141,NA,NA,NA,6.37235540390417,266.3512,NA,0.0453161089568958,258.761684,3.3392115348886,9.52462677907419,2.35254819869861,0.369180318671063,-0.179933404554277,3,"A","Arago","#FFBF00",2,645.669999999999,1.86937599702633,18066.4584989683,1.47428562169619,1.26798767451559
"161",2.2,"Calcite","2.2.2.3",NA,NA,NA,NA,777.38,768.95,NA,9.42,6.38,5.14,NA,NA,"Calcite",0.01,"",0,8.42999999999995,0.0108441174200519,NA,NA,NA,6.75997204801532,282.6232,NA,0.0298276999198932,308.911944,2.516510012316,9.19484588431571,1.55332401600511,0.229782609302527,0.0717410504182953,3,"C","Calci","#80FF00",3,645.669999999999,1.30562051822138,18066.4584989683,1.56435308013543,0.834607311354766
"162",2.2,"Saccostrea","2.2.4.3",NA,NA,NA,NA,312.65,301.03,NA,11.33,10.04,1.48,NA,NA,"Calcite",0,"",0,11.62,0.0371661602430833,NA,NA,NA,5.52172931185484,290.7616,NA,0.0399640117539593,168.354736,1.8570906137146,6.78712963485749,4.78942356271505,0.867377463149529,0.314979485903872,3,"S","Sacco","#FF00BF",8,645.669999999999,1.79968095156969,18066.4584989683,1.60940009364095,1.11823092261556
"163",2.2,"Anadara","2.2.5.10",NA,NA,NA,NA,742.39,733.99,NA,9.03,12.28,2.67,11.869,12.152,"Mixed",NA,"calcx is y, swapped",0,8.39999999999998,0.011314807580921,NA,NA,NA,6.66498422989114,258.37734,12.0105,0.0325105909055337,296.072028,2.50746416341634,9.05476891194649,3.99167192336962,0.598901930700415,0.113970260276911,1,"A","Anada","#FF0000",1,645.669999999999,1.3009741818576,18066.4584989683,1.43014935669187,0.909677143698425
"164",2.2,"Anadara","2.2.5.12",NA,NA,NA,NA,514.91,508.13,NA,10.35,9.19,2.47,11.285,10.518,"Mixed",NA,"calcx is x",0,6.77999999999997,0.0131673496339166,NA,NA,NA,6.17046090174933,195.301285,10.9015,0.0347155933971452,234.937755,2.19168690021746,8.01512762633454,3.63317969941689,0.588801996685026,0.225552332078635,1,"A","Anada","#FF0000",1,645.669999999999,1.05007201821363,18066.4584989683,1.08101587818748,0.971375203086071
"165",2.2,"Pecten","2.2.3.12",NA,NA,NA,NA,1099.63,1073.61,NA,22.06,17.97,1.39,24.908,25.627,"Calcite",0.01,"",0,26.0200000000002,0.0236625046606588,NA,NA,NA,8.19828091069545,908.11395,25.2675,0.028652791866043,631.13919525,1.74229394763611,10.3216436197918,11.2164063631015,1.36814125854954,0.35732425391512,3,"P","Pecte","#8000FF",7,645.669999999999,4.02992240618276,18066.4584989683,5.02651889440233,0.801732270552209
"166",2.2,"Anadara","2.2.5.8",NA,NA,NA,NA,1016.16,1004.35,NA,10.56,16.09,3.12,12.04,12.279,"Mixed",NA,"calcx is y, swapped",0,11.8099999999999,0.0116221854826011,NA,NA,NA,8.09328533605468,365.556755,12.1595,0.0323068848775615,530.120448,1.91684739540551,10.0535790821607,5.14557155464844,0.635782792894437,0.322668764874379,1,"A","Anada","#FF0000",1,645.669999999999,1.82910774854026,18066.4584989683,2.02340018670994,0.903977255984343
"167",2.3,"Saccostrea","2.3.4.11",NA,NA,NA,NA,705.36,693.98,NA,12.59,10.4,2.85,NA,NA,"Calcite",0,"",0,11.38,0.0161336055347624,NA,NA,NA,7.19948298756699,261.872,NA,0.0434563450846215,373.1676,1.89019625498034,8.90164511103365,4.313505670811,0.599141032524159,0.302767888240378,3,"S","Sacco","#FF00BF",8,698.6,1.62897223017464,21376.9498811397,1.22502041430636,1.32975108916614
"168",2.3,"Pecten","2.3.3.10",NA,NA,NA,NA,628.32,614.75,NA,20.46,11.04,1.28,24.291,22.775,"Calcite",0.01,"",0,13.5700000000001,0.0215972752737459,NA,NA,NA,6.61243715454915,519.60864,23.533,0.0261158090057934,332.5495296,1.8894027628178,8.56499199316038,8.89352094848362,1.34496869166691,0.303060581771376,3,"P","Pecte","#8000FF",7,698.6,1.94245634125395,21376.9498811397,2.43069587985719,0.79913590069033
"169",2.3,"Anadara","2.3.5.12",NA,NA,NA,NA,367.26,363.36,NA,10.36,8.99,2.08,11.903,12.076,"Mixed",NA,"calcx is x",0,3.89999999999998,0.0106191798725698,NA,NA,NA,5.78621092160875,200.922005,11.9895,0.019410517031223,193.723712,1.89579270502519,7.16128915750954,3.82792969279708,0.661560690520559,0.330108584796754,1,"A","Anada","#FF0000",1,698.6,0.558259375894644,21376.9498811397,0.939900248244806,0.593955983028148
"170",2.3,"Aragonite","2.3.1.5",NA,NA,NA,NA,1773.85,1760.03,NA,7.95,6.75,13.23,NA,NA,"Aragonite",NA,"",0,13.8199999999999,0.00779096315922989,NA,NA,NA,8.92093240251634,496.287,NA,0.0278467902645041,709.954875,2.49853907968447,12.1052091497607,2.48364413417211,0.278406339394697,0.117124000111496,3,"A","Arago","#FFBF00",2,698.6,1.97824219868307,21376.9498811397,2.32159874425238,0.852103406577315
"171",2.3,"Aragonite","2.3.1.3",NA,NA,NA,NA,1874.22,1854.15,NA,10.68,9.61,14.69,NA,NA,"Aragonite",NA,"",0,20.0699999999999,0.0107084547171623,NA,NA,NA,11.4667095504225,801.3898,NA,0.0250439923243345,1507.705212,1.24309446242068,12.3293502274522,1.95556985014084,0.170543244471452,0.560744006211773,3,"A","Arago","#FFBF00",2,698.6,2.87288863441167,21376.9498811397,3.7488500672729,0.766338632609426
"172",2.3,"Pecten","2.3.3.5",NA,NA,NA,NA,1190.2,1165.95,NA,20.66,19.92,1.54,23.687,23.301,"Calcite",0.01,"",0,24.25,0.0203747269366493,NA,NA,NA,8.58974208707466,1069.71608,23.494,0.0226695666760473,720.7207392,1.65140245765804,10.5975786566211,11.0947526376418,1.29162814496334,0.390851177551442,3,"P","Pecte","#8000FF",7,698.6,3.47122817062697,21376.9498811397,5.00406318931299,0.693681921931033
"173",2.3,"Aragonite","2.3.1.6",NA,NA,NA,NA,1556.86,1541.81,NA,13.94,7.05,6.11,NA,NA,"Aragonite",NA,"",0,15.05,0.00966689361920786,NA,NA,NA,8.43653994234186,453.0518,NA,0.03321915948684,600.47247,2.59272502534546,11.5899933520945,3.07217998078062,0.364151654798878,0.0838427472277533,3,"A","Arago","#FFBF00",2,698.6,2.15430861723447,21376.9498811397,2.11934725262052,1.01649628892609
"174",2.3,"Anadara","2.3.5.4",NA,NA,NA,NA,521.55,510.25,NA,9.47,6.8,3.95,11.516,10.835,"Mixed",NA,"calcx is x",0,11.3,0.021666187326239,NA,NA,NA,6.33605097281119,282.39585,11.1755,0.0400147523414383,254.3642,2.05040646443171,8.049433495363,1.9946496757296,0.314809600536501,0.275474747550633,1,"A","Anada","#FF0000",1,698.6,1.61752075579731,21376.9498811397,1.32102966779723,1.22443938635721
"175",2.3,"Pecten","2.3.3.9",NA,NA,NA,NA,832.07,809.2,NA,21.5,15.38,1.02,24.708,24.241,"Calcite",0.01,"",0,22.87,0.027485668273102,NA,NA,NA,6.96089349739341,752.83562,24.4745,0.0303784775752242,383.9461662,2.16715277622168,9.40560251500539,10.6245355008689,1.526317778723,0.200607607443128,3,"P","Pecte","#8000FF",7,698.6,3.2736902376181,21376.9498811397,3.52171672846651,0.92957227682636
"176",2.3,"Saccostrea","2.3.4.7",NA,NA,NA,NA,685.21,674.33,NA,15.2,9.97,2.02,NA,NA,"Calcite",0,"",0,10.88,0.0158783438653843,NA,NA,NA,6.739536637483,303.088,NA,0.0358971651797498,306.11888,2.23837876317854,8.81606054670578,5.47015445417233,0.811651415877644,0.17433465024768,3,"S","Sacco","#FF00BF",8,698.6,1.55740051531635,21376.9498811397,1.41782621788998,1.09844245766176
